current_model_size,mean_confidence,bottom_window_confidence,tail_confidence,least_grouped_confidence,target_class
32,9.439,9.439439837398377,9.439439837398377,9.001,0
32,11.196,11.19606906729634,11.19606906729634,10.323,0
32,10.319,10.318505545826037,10.318505545826037,9.972,0
32,11.528,11.527866153846151,11.527866153846151,10.868,0
32,10.138,10.138454807692307,10.138454807692307,10.111,0
32,9.93,9.930150719729044,9.930150719729044,9.801,0
32,8.728,8.727992052980133,8.727992052980133,8.727992052980134,0
32,10.295,10.148256987473054,10.2436083984375,9.971,0
32,11.361,11.360829705505765,11.360829705505765,11.234,0
32,10.424,10.423514301738642,10.423514301738642,8.643,0
32,11.862,11.862145341614909,11.862145341614909,11.86214534161491,0
32,8.501,8.500818609022557,8.500818609022557,8.338,0
32,6.745,6.019607336695701,6.53018798828125,5.746,0
32,10.355,10.354829268292685,10.354829268292685,9.739,0
32,11.472,11.47211305732484,11.47211305732484,11.337,0
32,9.209,9.208756884343035,9.208756884343035,9.086,0
32,10.983,10.548135230087672,10.780114746093751,10.001,0
32,10.126,10.126330654420206,10.126330654420206,10.12633065442021,0
32,9.574,8.658681574503495,8.6829755859375,8.059,0
32,9.421,8.862836186762427,9.61859228515625,8.359,0
